0007148,040134207061,94.235924933,0.0,2.14477211796,2.01072386059,0.0,1.60857908847,84.3527738265,100.0
0022803,421010267002,75.1798561151,16.9064748201,0.0,0.0,0.0,7.91366906475,70.3349282297,100.0
0012028,191530107061,92.0131291028,0.656455142232,0.82056892779,0.0,1.91466083151,4.59518599562,89.4768133175,100.0
0008290,510150706001,90.243902439,0.0,0.0,5.67214974475,4.08394781622,0.0,88.1835323696,100.0
0018651,420454081013,87.1676300578,4.2774566474,0.0,4.62427745665,0.0,3.93063583815,94.4297082228,100.0
0008071,212079601012,93.5560859189,0.0,0.0,6.44391408115,0.0,0.0,85.7142857143,100.0
0016688,371190064042,81.8723911747,1.66964818128,0.0,1.0137149672,0.0,15.4442456768,88.2738528769,100.0
0041552,060750156003,32.428115016,36.1022364217,12.6198083067,2.87539936102,6.54952076677,9.4249201278,95.0738916256,100.0
0028965,361031581071,80.3951367781,9.726443769,1.21580547112,0.0,1.36778115502,7.29483282675,98.1096408318,100.0
0017394,261251973001,93.2678821879,0.0,0.0,0.841514726508,0.0,5.89060308555,93.6842105263,100.0
0016022,360050240003,19.6339434276,70.0499168053,0.0,3.49417637271,4.65890183028,2.16306156406,72.8813559322,100.0
0022486,121010301021,69.696969697,0.0,0.0,1.89393939394,28.4090909091,0.0,100.0,100.0
0037057,060650429043,91.3223140496,0.0,0.0,0.0,0.0,8.67768595041,83.0316742081,100.0
0031832,060375506013,92.2185430464,2.98013245033,0.0,0.0,0.0,4.80132450331,87.9712746858,100.0
0036358,060610206012,91.7149478563,0.0,0.579374275782,0.115874855156,0.0,7.58980301275,90.1452937461,100.0
0008026,200050817003,100.0,0.0,0.0,0.0,0.0,0.0,58.5669781931,100.0
0010838,550170104003,90.4689863843,0.0,0.0,3.17700453858,0.907715582451,5.4462934947,87.1237458194,100.0
0039686,060730013004,85.2112676056,11.1267605634,1.54929577465,0.0,2.11267605634,0.0,96.0330578512,100.0
0007343,250214143003,72.7891156463,15.3741496599,0.0,3.40136054422,0.0,8.43537414966,89.9065420561,100.0
0007032,450790101032,87.5302663438,0.0,0.0,2.96610169492,1.33171912833,8.17191283293,90.5255878285,100.0
0006135,400890987002,88.3116883117,0.0,0.0,0.0,0.0,11.6883116883,78.8235294118,100.0
0029114,361031587103,94.53125,2.8125,0.0,0.0,0.0,2.65625,94.5454545455,100.0
0016713,420171004012,95.8587088916,0.0,0.0,1.21802679659,1.46163215591,1.46163215591,96.6963151207,100.0
0021839,170318132004,79.5811518325,17.8010471204,0.0,0.0,0.0,2.61780104712,100.0,100.0
0009962,220890631002,95.0844854071,0.0,0.0,1.99692780338,0.0,2.91858678955,73.8287560582,100.0
0018922,261635238004,90.0,3.14285714286,0.0,6.85714285714,0.0,0.0,47.619047619,100.0
0037032,060650427371,87.7507919747,0.0,1.47835269271,0.0,0.633579725449,10.1372756072,93.8628158845,100.0
0017755,120579804001,76.0,0.0,0.0,0.0,0.0,24.0,100.0,100.0
0007769,240317012211,77.6459854015,10.3102189781,0.0,2.28102189781,0.0,9.76277372263,92.2444183314,100.0
0023789,060014066012,64.3784786642,16.8831168831,0.0,0.0,18.7384044527,0.0,62.2478386167,100.0
0005626,400353733002,99.1071428571,0.892857142857,0.0,0.0,0.0,0.0,92.0720720721,100.0
0026470,171479545004,89.3917963225,0.0,0.0,3.6775106082,1.2729844413,5.65770862801,88.4493670886,100.0
0007542,220170233001,97.005988024,0.0,0.0,2.99401197605,0.0,0.0,100.0,100.0
0007651,530330278002,70.6018518519,7.40740740741,2.77777777778,3.00925925926,3.24074074074,12.962962963,92.7868852459,100.0
0016779,261251424003,88.8513513514,0.0,0.0,0.0,0.0,11.1486486486,71.8631178707,100.0
0023259,391535320034,98.4472049689,0.0,0.0,0.0,1.55279503106,0.0,96.5299684543,100.0
0021828,480610102034,100.0,0.0,0.0,0.0,0.0,0.0,90.635451505,100.0
0014438,291694706002,60.5751947274,0.0,0.0,2.45656081486,2.57639304973,34.391851408,72.6013847676,100.0
0003933,350490001014,77.1573604061,0.0,3.80710659898,6.34517766497,0.0,12.6903553299,85.5263157895,100.0
0024536,121170213062,95.6980519481,0.0,0.0,0.0,0.0,4.30194805195,90.7548770144,100.0
0009053,050899603005,100.0,0.0,0.0,0.0,0.0,0.0,88.1632653061,100.0
0002919,320030036381,97.0610982212,1.31477184841,0.0,0.0,0.0,1.62412993039,92.6693227092,100.0
